pd_aprobacion,pd_rechazo,aprobacion_auto,revision,rechazo_pct,aprobacion_final,default_auto,default_cartera_final,el_cartera_final,resultado_cartera_final
0.15,0.17,0.462922966162707,0.22390208783297336,0.31317494600431967,0.597264218862491,0.08584535487078361,0.09483879619099381,0.02590680265971815,0.07785898254855148
0.15,0.25,0.462922966162707,0.3722102231821454,0.16486681065514758,0.6862491000719942,0.08584535487078361,0.11702147848741158,0.03155424891172918,0.07462195713122935
0.16,0.18,0.46940244780417567,0.24694024478041757,0.2836573074154068,0.6175665946724261,0.08926159997226052,0.09953645353614912,0.027144342016513865,0.07650341636525218
0.16,0.25,0.46940244780417567,0.3758099352051836,0.15478761699064075,0.6948884089272858,0.08926159997226052,0.11834799462122365,0.0317807323102769,0.0743139331318019
0.17,0.19,0.5190784737221023,0.21526277897768178,0.265658747300216,0.6482361411087113,0.09751287792298687,0.10402141083816263,0.02809747830982369,0.07610296460391754
0.17,0.25,0.5190784737221023,0.3282937365010799,0.15262778977681785,0.7160547156227501,0.09751287792298687,0.11982106726396889,0.032109369765960585,0.0744536024421566
0.18,0.2,0.5327573794096472,0.23254139668826493,0.23470122390208784,0.6722822174226062,0.09953362066693858,0.10701423648749092,0.02857008740641288,0.07562969083953928
0.18,0.25,0.5327573794096472,0.3354931605471562,0.13174946004319654,0.7340532757379409,0.09953362066693858,0.1204755615644564,0.03208260089313905,0.07429779020287185
0.19,0.21,0.5478761699064075,0.24694024478041757,0.20518358531317496,0.696040316774658,0.10408867051939391,0.11298966474430301,0.03000909663736335,0.07471664261369351
0.19,0.25,0.5478761699064075,0.3210943124550036,0.13102951763858892,0.7405327573794096,0.10408867051939391,0.12158226925900198,0.03228481589097069,0.07416136482904158
0.2,0.22,0.5572354211663066,0.2584593232541397,0.18430525557955363,0.7123110151187905,0.10795231180472943,0.11732657907532337,0.030857894145862454,0.07378530078561853
0.2,0.25,0.5572354211663066,0.3117350611951044,0.13102951763858892,0.7442764578833692,0.10795231180472943,0.12265135092711375,0.03257794793688064,0.07398120930610443
0.21,0.23,0.5831533477321814,0.24190064794816415,0.17494600431965443,0.72829373650108,0.11723790630947216,0.12116114664051784,0.03186096559192243,0.07324411324866208
0.21,0.25,0.5831533477321814,0.29229661627069836,0.12455003599712024,0.7585313174946003,0.11723790630947216,0.12593077561965932,0.03351453229415741,0.07344531484184823
0.22,0.24,0.6004319654427646,0.24622030237580994,0.15334773218142547,0.7481641468682504,0.12114811125211576,0.1224859806144921,0.03197103665160558,0.07349683777717991
0.22,0.25,0.6004319654427646,0.2886969042476602,0.11087113030957524,0.7736501079913606,0.12114811125211576,0.12664941067637714,0.03362121416767632,0.07330622943276875
0.23,0.25,0.6033117350611951,0.28581713462922964,0.11087113030957524,0.7748020158387328,0.12176315606714147,0.12683279754026655,0.033610810027473015,0.07331840918855602
0.23,0.25,0.6033117350611951,0.28581713462922964,0.11087113030957524,0.7748020158387328,0.12176315606714147,0.12683279754026655,0.033610810027473015,0.07331840918855602
0.24,0.26,0.6105111591072714,0.2915766738660907,0.09791216702663787,0.7854571634269258,0.12289020924455438,0.12963389780558165,0.03397819395259532,0.07291621459070237
0.24,0.25,0.6105111591072714,0.2786177105831533,0.11087113030957524,0.7776817854571633,0.12289020924455438,0.12716793721059239,0.03363400563295725,0.07340103695233068
0.25,0.27,0.6508279337652988,0.25557955363570917,0.09359251259899208,0.8041756659467243,0.13014134962132629,0.13171283425036504,0.03470322132650785,0.07289985889707265
0.25,0.25,0.6508279337652988,0.23974082073434125,0.10943124550035997,0.7946724262059035,0.13014134962132629,0.12931831746892608,0.034360951130697655,0.07337252499745239
0.26,0.28,0.6609071274298056,0.26997840172786175,0.06911447084233262,0.8228941684665226,0.13226660269719515,0.13407829491391465,0.03507528495411143,0.07276883135924503
0.26,0.25,0.6508279337652988,0.23974082073434125,0.10943124550035997,0.7946724262059035,0.13014134962132629,0.12931831746892608,0.034360951130697655,0.07337252499745239
0.27,0.29,0.6637868970482361,0.2814974802015839,0.054715622750179986,0.8326853851691864,0.13226743505073119,0.135800221316792,0.036034809858898294,0.07215362448082882
0.27,0.25,0.6508279337652988,0.23974082073434125,0.10943124550035997,0.7946724262059035,0.13014134962132629,0.12931831746892608,0.034360951130697655,0.07337252499745239
0.28,0.3,0.6760259179265659,0.2706983441324694,0.05327573794096472,0.8384449244060475,0.13241793256864381,0.13568820316080593,0.03596610917168532,0.07239596147550828
0.28,0.25,0.6508279337652988,0.23974082073434125,0.10943124550035997,0.7946724262059035,0.13014134962132629,0.12931831746892608,0.034360951130697655,0.07337252499745239
0.29,0.31,0.6861051115910727,0.26205903527717783,0.05183585313174946,0.8433405327573793,0.13542410197791502,0.13666811475835686,0.036283197114533774,0.07228828224574
0.29,0.25,0.6508279337652988,0.23974082073434125,0.10943124550035997,0.7946724262059035,0.13014134962132629,0.12931831746892608,0.034360951130697655,0.07337252499745239
0.3,0.32,0.6868250539956804,0.2735781137508999,0.03959683225341973,0.8509719222462203,0.13528214799261323,0.13725296688619754,0.03634707254970688,0.07223162594681314
0.3,0.25,0.6508279337652988,0.23974082073434125,0.10943124550035997,0.7946724262059035,0.13014134962132629,0.12931831746892608,0.034360951130697655,0.07337252499745239
